Date,Predicted Close
2025-11-06,371.40748751930914
2025-11-07,379.1781617025663
2025-11-08,391.81274204042893
2025-11-09,406.1218051225296
2025-11-10,421.29882142678525
2025-11-11,437.18562270964867
2025-11-12,453.6093274025916
