Date,Close,High,Low,Open,Volume,Prev_Close,MA5,MA10
2010-01-15,956.4038696289062,965.0243761353381,950.9020681918942,959.1400811589031,215112,954.020751953125,964.2653686523438,977.8345275878906
2010-01-18,997.152587890625,998.5648330162959,942.0756026276309,950.9020448758598,383077,956.4038696289062,966.4072387695312,976.7547546386719
2010-01-19,979.20556640625,1000.800973252893,974.4981301667345,997.1526670694026,178910,997.152587890625,968.6844116210938,973.6184143066406
2010-01-20,993.6514892578125,996.799572715961,969.555258141815,979.7351172208234,347805,979.20556640625,976.0868530273438,973.2212158203125
2010-01-21,972.7914428710938,995.6225320301669,968.1429081345243,985.6780609317624,210985,993.6514892578125,979.8409912109375,973.2212158203125
2010-01-22,970.5556030273438,979.7350885905261,938.5450248059394,960.6111304048251,364642,972.7914428710938,982.671337890625,973.4683532714844
2010-01-25,954.1089477539062,976.0279457952252,950.9020358327891,970.3202085942261,299520,970.5556030273438,974.0626098632813,970.2349243164062
2010-01-27,912.1541748046875,964.1419165105697,906.3287072965547,947.2540154262783,790006,954.1089477539062,960.6523315429688,964.6683715820312
2010-01-28,905.6519165039062,924.9818130788086,895.5897854485935,920.8922563909651,1502871,912.1541748046875,943.0524169921875,959.5696350097656
2010-01-29,917.3616333007812,926.7765057400451,879.7021435437254,897.5021367492088,432901,905.6519165039062,931.966455078125,955.9037231445312
2010-02-01,930.2777099609375,934.8380391774652,904.0043868418,934.8380391774652,209979,917.3616333007812,923.9108764648438,953.2911071777344
2010-02-02,922.9223022460938,944.429431106952,912.0658057419163,941.1342399811952,338167,930.2777099609375,917.6735473632813,945.8680786132812
2010-02-03,941.2517700195312,960.2874490924811,925.1287881040886,932.6607140853927,472444,922.9223022460938,923.49306640625,942.0726989746094
2010-02-04,941.751953125,955.4329388341275,923.0104881431819,938.5450411207908,193176,941.2517700195312,930.7130737304688,936.8827453613281
2010-02-05,932.8963623046875,938.8394872815965,895.9724025259848,926.7766797044903,289159,941.751953125,933.82001953125,932.8932373046875
2010-02-08,928.6890869140625,953.1971959861639,922.186910607047,934.8381479703623,286278,932.8963623046875,933.502294921875,928.7065856933593
2010-02-09,952.2554931640625,956.197942101124,918.7150115026692,923.4812761096493,632885,928.6890869140625,939.3689331054687,928.521240234375
2010-02-10,959.5227661132812,964.4361390328174,936.7799471264462,959.1402724975549,867135,952.2554931640625,943.0231323242188,933.2580993652343
2010-02-11,995.0052490234375,1000.9189966952689,953.8446170740923,963.8479227435923,769067,959.5227661132812,953.6737915039063,942.1934326171875
2010-02-15,1002.8897705078125,1015.0408536434696,978.2640111201556,994.4458218304137,747800,995.0052490234375,967.6724731445313,950.7462463378906
2010-02-16,997.6234741210938,1008.9801213460257,986.7963560277022,1008.9801213460257,292129,1002.8897705078125,981.4593505859375,957.4808227539063
2010-02-17,999.3888549804688,1006.1557954344647,988.7382935014407,1000.5950925722226,575364,997.6234741210938,990.8860229492187,965.1274780273437
2010-02-18,1002.0955810546875,1010.9220248103072,993.3867944838962,1005.4496009499097,230212,999.3888549804688,999.4005859375,971.2118591308594
2010-02-19,988.7677001953125,999.1534973815195,976.3223993337017,983.5895626235989,238997,1002.0955810546875,998.153076171875,975.9134338378906
2010-02-22,1004.59619140625,1014.9525354932179,997.6233167002083,1014.9525354932179,211647,988.7677001953125,998.4943603515625,983.0834167480468
2010-02-23,996.7114868164062,1009.1567875123261,985.9726463662022,994.4460471695809,325274,1004.59619140625,998.311962890625,989.8856567382812
2010-02-24,984.0014038085938,993.8575996607653,972.3210905527236,993.2691700576506,283000,996.7114868164062,995.23447265625,993.0602478027344
2010-02-25,1000.4772338867188,1007.9797098355824,966.9955817568155,986.0018828925122,906439,984.0014038085938,994.9108032226562,997.1556945800781
2010-02-26,1046.0218505859375,1059.173237249158,994.5930912557719,995.4169070284778,414280,1000.4772338867188,1006.3616333007812,1002.2573547363281
2010-03-02,1055.9368896484375,1063.8806890411674,1047.4046606710608,1053.2889565175274,407909,1046.0218505859375,1016.6297729492187,1007.5620666503906
2010-03-03,1066.11669921875,1070.7946854611014,1056.2310539374514,1065.057497285118,296134,1055.9368896484375,1030.5108154296875,1014.4113891601562
2010-03-04,1059.408447265625,1066.1459360613226,1047.992901018837,1064.9985273103634,275290,1066.11669921875,1045.5922241210938,1020.4133483886719
2010-03-05,1100.71630859375,1114.8974464694966,1058.5847669221164,1058.5847669221164,360018,1059.408447265625,1065.6400390625,1030.2754211425781
2010-03-08,1126.1953125,1134.4333260711776,1103.8938185377854,1106.247536700979,686239,1100.71630859375,1081.6747314453125,1044.0181823730468
2010-03-09,1103.864501953125,1128.9022106768564,1099.3041724599034,1118.9577358676158,441606,1126.1953125,1091.26025390625,1053.9450134277345
2010-03-10,1141.3472900390625,1149.791238968501,1105.1882542929827,1112.0140939328676,567857,1103.864501953125,1106.3063720703126,1068.40859375
2010-03-11,1125.1656494140625,1144.3189893775714,1118.7812027595596,1142.2889360338547,670880,1141.3472900390625,1119.4578125,1082.5250183105468
2010-03-12,1128.9315185546875,1136.8753173155264,1094.7143265633406,1094.7143265633406,373725,1125.1656494140625,1125.1008544921874,1095.3704467773437
2010-03-15,1124.3416748046875,1144.31882773423,1119.8990033174332,1136.2573722610764,373530,1128.9315185546875,1124.730126953125,1103.2024291992188
2010-03-16,1126.2247314453125,1140.9943709151705,1120.958315597384,1124.3417855788457,189726,1124.3416748046875,1129.2021728515624,1110.2312133789062
2010-03-17,1136.5517578125,1143.760020319983,1127.6076567392106,1140.3765501634093,204551,1126.2247314453125,1128.24306640625,1117.2747192382812
2010-03-18,1138.3758544921875,1143.7305493201775,1132.7269448733214,1136.5517371547116,324542,1136.5517578125,1130.885107421875,1125.1714599609375
2010-03-19,1158.14697265625,1163.854782197295,1138.6111409847022,1146.8491544078472,461442,1138.3758544921875,1136.7281982421875,1130.9145263671876
2010-03-22,1147.408203125,1157.7351707369291,1138.7583172394623,1147.4376533352029,335754,1158.14697265625,1141.34150390625,1133.0358154296875
2010-03-23,1140.435302734375,1163.6488917068662,1133.9037490595622,1152.6158375839464,261757,1147.408203125,1144.1836181640624,1136.6928955078124
2010-03-25,1190.745849609375,1210.987837547552,1129.7845714729349,1129.7845714729349,1211336,1140.435302734375,1155.0224365234376,1141.6327514648438
2010-03-26,1183.184814453125,1223.7275563009073,1171.5045012960709,1193.1586674096259,1204017,1190.745849609375,1163.984228515625,1147.43466796875
2010-03-29,1180.5076904296875,1198.4254187276829,1176.8594548515678,1183.9206115806774,336444,1183.184814453125,1168.4563720703125,1152.59228515625
2010-03-30,1157.646728515625,1210.9584252865154,1154.2338806135572,1205.5743529832005,688516,1180.5076904296875,1170.5040771484375,1155.9227905273438
2010-03-31,1144.1422119140625,1194.511757366109,1139.1993902762497,1177.44730368945,594801,1157.646728515625,1171.245458984375,1157.7145385742188
