Date,Close,High,Low,Open,Volume,Prev_Close,MA5,MA10
2015-01-15,23.704059600830078,24.42303640937501,23.668555430204687,24.409722557017083,240056000,24.365337371826172,24.325398254394532,24.178495979309083
2015-01-16,23.51988410949707,23.872716544612825,23.344577662152087,23.750667216393758,314053200,23.704059600830078,24.058222579956055,24.104379844665527
2015-01-20,24.12568473815918,24.181161385664875,23.633051837426528,23.930405855410857,199599600,23.51988410949707,24.034701538085937,24.159191131591797
2015-01-21,24.309865951538086,24.644943660585685,24.025824113604987,24.176720652220492,194303600,24.12568473815918,24.00496635437012,24.2321985244751
2015-01-22,24.94230079650879,24.95783418992754,24.34759107374211,24.467420834263706,215185600,24.309865951538086,24.120359039306642,24.335385704040526
2015-01-23,25.071002960205078,25.24187026011724,24.749237444378423,24.920106437303215,185859200,24.94230079650879,24.39374771118164,24.359572982788087
2015-01-26,25.097625732421875,25.377228406726065,25.03105479578622,25.239645762192698,222460000,25.071002960205078,24.709296035766602,24.38375930786133
2015-01-27,24.218883514404297,24.960052356934085,24.1944736556585,24.946736811155496,382274800,25.097625732421875,24.727935791015625,24.381318664550783
2015-01-28,25.588048934936523,26.21160761831203,25.588048934936523,26.102872167761888,585908400,24.218883514404297,24.98357238769531,24.494269371032715
2015-01-29,26.38469123840332,26.449044346198512,25.643522421911083,25.812171887408386,337745600,25.588048934936523,25.27205047607422,24.69620475769043
2015-01-30,25.998573303222656,26.62878711906101,25.92978111858312,26.27373696274273,334982000,26.38469123840332,25.457564544677734,24.925656127929688
2015-02-02,26.324771881103516,26.444601614273594,25.75891122742608,26.196067376302338,250956400,25.998573303222656,25.70299377441406,25.206144905090333
2015-02-03,26.3292179107666,26.42685566159745,26.098434848144024,26.295931582818667,207662800,26.324771881103516,26.125060653686525,25.426498222351075
2015-02-04,26.53115463256836,26.741966934890257,26.253771360839387,26.295934159906395,280598800,26.3292179107666,26.31368179321289,25.648627090454102
2015-02-05,26.720523834228516,26.785130939594236,26.566803421472326,26.738345135950638,168984800,26.53115463256836,26.38084831237793,25.826449394226074
2015-02-06,26.495508193969727,26.78958086394794,26.388571905025536,26.73834016931549,174826400,26.720523834228516,26.480235290527343,25.96889991760254
2015-02-09,26.671504974365234,26.698237770325253,26.384115519933175,26.410850015587748,155559200,26.495508193969727,26.549581909179686,26.126287841796874
2015-02-10,27.18389892578125,27.2128617162374,26.769525359250984,26.771751958752017,248034000,26.671504974365234,26.720518112182617,26.42278938293457
2015-02-11,27.82106590270996,27.829977402802296,27.290844394927234,27.35099489593195,294247200,27.18389892578125,26.978500366210938,26.646091079711915
2015-02-12,28.173057556152344,28.400296519331267,27.974781388106848,28.08394427058599,297898000,27.82106590270996,27.2690071105957,26.824927711486815
2015-02-13,28.311187744140625,28.3557435441749,27.99260884478058,28.3557435441749,217088800,28.173057556152344,27.632143020629883,27.056189155578615
2015-02-17,28.478271484375,28.712193658661604,28.275538706700655,28.402524592820477,252609600,28.311187744140625,27.993496322631835,27.27153911590576
2015-02-18,28.676546096801758,28.689912494707233,28.393611543375854,28.433712436786827,179566800,28.478271484375,28.292025756835937,27.50627193450928
2015-02-19,28.61639404296875,28.745608222318186,28.58966124703063,28.623077241953283,149449600,28.676546096801758,28.451091384887697,27.714795875549317
2015-02-20,28.850317001342773,28.850317001342773,28.52728324375384,28.6542674273515,195793600,28.61639404296875,28.58654327392578,27.927775192260743
2015-02-23,29.630046844482422,29.630046844482422,28.885954754617014,28.96615652114904,283896400,28.850317001342773,28.85031509399414,28.24122905731201
2015-02-24,29.445140838623047,29.763721345675403,29.222358503399096,29.616684188574315,276912400,29.630046844482422,29.04368896484375,28.518592643737794
2015-02-25,28.692138671875,29.31815995946812,28.549558097335243,29.30924676140305,298846800,29.445140838623047,29.046807479858398,28.669416618347167
2015-02-26,29.05527687072754,29.155528259362143,28.206476567891034,28.692140512533417,365150000,28.692138671875,29.134584045410158,28.792837715148927
2015-02-27,28.618627548217773,29.088698530921878,28.569615150067428,28.96171093588066,248059200,29.05527687072754,29.088246154785157,28.83739471435547
2015-03-02,28.75897216796875,29.024083703045708,28.58297561073508,28.794618159106065,192386800,28.618627548217773,28.91403121948242,28.882173156738283
2015-03-03,28.819128036499023,28.8547740321923,28.536193469691177,28.730016446655085,151265200,28.75897216796875,28.788828659057618,28.916258811950684
2015-03-04,28.636451721191406,28.86369074896011,28.587442714604105,28.76121273601839,126665200,28.819128036499023,28.777691268920897,28.91224937438965
2015-03-05,28.161916732788086,28.68322659841273,28.017107870216446,28.645354008112353,226068400,28.636451721191406,28.599019241333007,28.86680164337158
2015-03-06,28.204248428344727,28.821354861270127,28.128503236447628,28.60525568485425,291368400,28.161916732788086,28.5161434173584,28.802194786071777
2015-03-09,28.32455062866211,28.865913560085808,27.8611628871626,28.507232105640526,354114000,28.204248428344727,28.42925910949707,28.671645164489746
2015-03-10,27.73863410949707,28.34237414444632,27.580458826512846,28.16192096380277,275426400,28.32455062866211,28.21316032409668,28.50099449157715
2015-03-11,27.232913970947266,27.796553044141444,27.20395287735549,27.7920981450098,275756000,27.73863410949707,27.932452774047853,28.355072021484375
2015-03-12,27.725261688232422,27.825514761609913,27.097015553905447,27.248507613940752,193450800,27.232913970947266,27.845121765136717,28.222070503234864
2015-03-13,27.533668518066406,27.936905708282026,27.308659578991268,27.714123368821554,207309200,27.725261688232422,27.711005783081056,28.113574600219728
2015-03-16,27.83665657043457,27.83665657043457,27.373270530624637,27.598279501504912,143497200,27.533668518066406,27.613426971435548,28.02134304046631
2015-03-17,28.30227279663086,28.36465158895827,27.992605434937918,28.048301028043767,204092400,27.83665657043457,27.726154708862303,27.969657516479494
2015-03-18,28.620849609375,28.774569979250792,28.153007000698736,28.293359273393268,261083600,28.30227279663086,28.003741836547853,27.968097305297853
2015-03-19,28.404752731323242,28.79462188645905,28.382474833825835,28.68323069927739,183238000,28.620849609375,28.139640045166015,27.992380905151368
2015-03-20,28.04829978942871,28.605253996197433,27.883441317030055,28.57183800156527,274780400,28.404752731323242,28.242566299438476,27.976786041259764
2015-03-23,28.340150833129883,28.48273144287978,28.18643042274221,28.32010123161581,150838800,28.04829978942871,28.34326515197754,27.978346061706542
2015-03-24,28.224302291870117,28.52505648682281,28.195339492586754,28.34460498966807,131369200,28.340150833129883,28.32767105102539,28.026912879943847
2015-03-25,27.486886978149414,28.253258840820795,27.486886978149414,28.190880051941875,206620800,28.224302291870117,28.100878524780274,28.052310180664062
2015-03-26,27.678482055664062,27.821062641035965,27.31311909318673,27.348765089377032,190291600,27.486886978149414,27.955624389648438,28.047632217407227
2015-03-27,27.457929611206055,27.780963397342344,27.38218441433897,27.752002298486357,158184800,27.678482055664062,27.837550354003906,28.04005832672119
2015-03-30,28.15301513671875,28.159698337393532,27.625020187376283,27.636159988297575,188398800,27.457929611206055,27.80012321472168,28.07169418334961
2015-03-31,27.720813751220703,28.179744945544357,27.7052190514047,28.09063164672656,168362400,28.15301513671875,27.699425506591798,28.013548278808592
2015-04-01,27.68071174621582,27.87453303592651,27.42451165973242,27.80769763955876,162485600,27.720813751220703,27.73819046020508,27.919534492492676
2015-04-02,27.919086456298828,27.972553749023255,27.667342990847324,27.85447936523012,128880400,27.68071174621582,27.78631134033203,27.870967864990234
2015-04-06,28.371334075927734,28.40698007047401,27.698532075965176,27.729721471345883,148776000,27.919086456298828,27.968992233276367,27.903271293640138
2015-04-07,28.072803497314453,28.54287267699022,28.066120298980323,28.435938104255378,140049200,28.371334075927734,27.952949905395506,27.876536560058593
2015-04-08,27.981460571289062,28.159687116843397,27.84110831395868,28.037156154313003,149316800,28.072803497314453,28.00507926940918,27.852252388000487
2015-04-09,28.19533920288086,28.199795802583953,27.77205401460501,28.03716390731661,129936000,27.981460571289062,28.108004760742187,27.923097610473633
2015-04-10,28.315635681152344,28.34014187505331,27.905716982616923,28.059435644720505,160752000,28.19533920288086,28.187314605712892,27.98681297302246
2015-04-13,28.25994300842285,28.643130652588724,28.206475716078707,28.598571459528543,145460400,28.315635681152344,28.165036392211913,28.067014312744142
2015-04-14,28.137414932250977,28.35796900985864,28.050529941081454,28.293361916479697,102098400,28.25994300842285,28.177958679199218,28.065454292297364
2015-04-15,28.244354248046875,28.322327753209635,28.072812536688804,28.16192584245836,115881600,28.137414932250977,28.23053741455078,28.11780834197998
2015-04-16,28.10845184326172,28.31563951998062,28.09508544466522,28.132958040485054,113476000,28.244354248046875,28.21315994262695,28.16058235168457
2015-04-17,27.792102813720703,28.10177019607035,27.72749571744488,27.970329403426064,207828000,28.10845184326172,28.108453369140626,28.14788398742676
2015-04-20,28.427024841308594,28.542870904526563,27.885663713834685,27.9747769853762,188217200,27.792102813720703,28.141869735717773,28.153453063964843
2015-04-21,28.2733097076416,28.56069745208385,28.21984071824791,28.538421256044888,129740400,28.427024841308594,28.169048690795897,28.17350368499756
2015-04-22,28.654266357421875,28.709961948008925,28.14186794383772,28.29113171868433,150618000,28.2733097076416,28.251031112670898,28.24078426361084
2015-04-23,28.88819122314453,29.055278010553366,28.547334448781662,28.582980445949,183083600,28.654266357421875,28.40697898864746,28.310069465637206
2015-04-24,29.02408218383789,29.102057360445713,28.790160053403067,29.07086796968031,178103600,28.88819122314453,28.653374862670898,28.38091411590576
2015-04-27,29.552082061767578,29.659020054313498,29.217908483687783,29.47633686658962,387816800,29.02408218383789,28.878386306762696,28.510128021240234
2015-04-28,29.086463928222656,29.973136755491907,28.86591157083985,29.95531715842963,475696000,29.552082061767578,29.041017150878908,28.605032920837402
2015-04-29,28.658723831176758,29.31593114028446,28.582978641519965,28.99735398411014,253544400,29.086463928222656,29.04190864562988,28.64646987915039
2015-04-30,27.881214141845703,28.658724142708316,27.754228258038946,28.658724142708316,332781600,28.658723831176758,28.840513229370117,28.62374610900879
2015-05-01,28.727785110473633,28.99067006724177,27.91463084297233,28.09285571406123,234050400,27.881214141845703,28.781253814697266,28.717314338684083
2015-05-04,28.672086715698242,29.088692006534558,28.574061941383814,28.85031326905277,203953200,28.727785110473633,28.6052547454834,28.741820526123046
2015-05-05,28.02602195739746,28.61639385984713,28.02156535830659,28.54955847104041,197085600,28.672086715698242,28.39316635131836,28.717091751098632
