Date,Close,High,Low,Open,Volume
2010-01-04,23.173341751098633,23.28565168121336,22.903796776344695,22.926259333606936,38409100
2010-01-05,23.180831909179688,23.285655766696657,22.94123696873832,23.098472040964527,49749600
2010-01-06,23.038572311401367,23.270679721422784,22.851388593748965,23.12093217606149,58182400
2010-01-07,22.798974990844727,22.986158688871043,22.60430377352556,22.933746053821118,50559700
2010-01-08,22.956214904785156,23.120936090088655,22.641746148770345,22.671696234152076,51197400
2010-01-11,22.664201736450195,23.03108160085364,22.551891807036608,22.993644005650285,68754700
2010-01-12,22.51445770263672,22.761540156895343,22.3946602356082,22.57435643615098,65912100
2010-01-13,22.72410774230957,22.851392750591256,22.469537725746203,22.656721477448755,51863500
2010-01-14,23.180831909179688,23.285655766696657,22.65671833398882,22.69415450789585,63228100
2010-01-15,23.1059627532959,23.3904814273497,22.993651359862778,23.27068394057982,79913200
2010-01-19,23.285661697387695,23.390484153503696,22.971192900940828,23.02360412899883,46575700
2010-01-20,22.90380096435547,23.165858467939785,22.69415467586831,23.06852213010348,54849500
2010-01-21,22.46953010559082,23.001131094655346,22.46204258669014,22.918771242944263,73086700
2010-01-22,21.68336296081543,22.611795533889367,21.593515568646048,22.462047976142333,102004600
2010-01-25,21.952905654907227,22.20747561909906,21.78818450141185,21.893006923809054,63373000
2010-01-26,22.087675094604492,22.349732542363505,21.780693961774794,21.86305524115288,66639900
2010-01-27,22.214962005615234,22.327271942182076,21.728284661760032,21.975367093446415,63949500
2010-01-28,21.83310890197754,22.364711407329473,21.630950142417014,22.342248846901043,117513700
2010-01-29,21.09934425354004,22.402142471223524,20.71000186349262,22.387167434352904,193888500
2010-02-01,21.27155113220215,21.32396232881212,20.904671327834365,21.2565760965713,85931100
2010-02-02,21.308996200561523,21.338946284342665,21.069401242706785,21.241611368251153,54413700
2010-02-03,21.436281204223633,21.556080111270777,21.054427632636763,21.159250069692092,61397900
2010-02-04,20.844783782958984,21.338948798788287,20.822321217476283,21.249099964956248,77850000
2010-02-05,20.97955322265625,21.17422447713933,20.642621930647355,20.96457818121173,80960100
2010-02-08,20.75493049621582,21.02447551178306,20.642620549095625,20.97206429833353,52820600
2010-02-09,20.972063064575195,21.21914550494348,20.777391834573155,20.942112985452553,59195800
2010-02-10,20.957088470458984,21.144272184658973,20.84477852755867,20.987038550218216,48591300
2010-02-11,21.054428100585938,21.264072979356097,20.73995935433207,20.912168055635735,65993700
2010-02-12,20.912168502807617,21.009503423161018,20.650110970642626,20.82231967562869,81117200
2010-02-16,21.325891494750977,21.34093655952608,21.07765366506716,21.160398651777534,51935600
2010-02-17,21.50642967224121,21.551563435367306,21.333415717944135,21.46129590911512,45882900
2010-02-18,21.792280197143555,21.837415398039763,21.44625226559864,21.506431098683695,42856500
2010-02-19,21.641830444335938,21.75466555936185,21.581651620670364,21.656875508946413,44451800
2010-02-22,21.61174774169922,21.76971810484093,21.551568897354,21.6944941907152,36707100
2010-02-23,21.310848236083984,21.686966278679733,21.130311747811202,21.574131152856303,52266200
2010-02-24,21.536523818969727,21.656882942388904,21.348464751118943,21.453778804763623,43165900
2010-02-25,21.51395606994629,21.551567306845026,21.07765912194803,21.265718175995154,48735300
2010-02-26,21.56661033630371,21.702013071979028,21.446252667876,21.5515652690561,40370600
2010-03-01,21.82989501953125,21.852461187430457,21.461299451151714,21.641835968228833,43805400
2010-03-02,21.408641815185547,22.0405203454019,21.243150365758105,21.875028895974456,93123900
2010-03-03,21.408641815185547,21.521478394334448,21.325896807860175,21.446254486494084,48442100
2010-03-04,21.536523818969727,21.551568888744228,21.265719736912843,21.40864359544012,42890600
2010-03-05,21.50642967224121,21.574131034318583,21.378549481070227,21.559085968351063,56001800
2010-03-08,21.536523818969727,21.76219556125676,21.43873373498912,21.453778804763623,39414500
2010-03-09,21.664405822753906,21.897600119090736,21.476346739449525,21.483869274954934,50271600
2010-03-10,21.792280197143555,21.897594231124813,21.664399997490747,21.709535198386956,44891400
2010-03-11,21.950254440307617,21.957776975130162,21.702016530270818,21.732105234784193,35349700
2010-03-12,22.01795768737793,22.100702707894065,21.844943676107814,22.055568929905544,31700200
2010-03-15,22.03299903869629,22.09317787744726,21.82237238567955,21.950252597372447,37512000
2010-03-16,22.093175888061523,22.183443420671466,21.96529568788363,22.130787120852904,36723500
2010-03-17,22.288761138916016,22.469299115149525,22.115747132700537,22.190971050335015,50385700
2010-03-18,22.273719787597656,22.35646481418269,22.190973326235582,22.28876342484591,43845200
2010-03-19,22.258668899536133,22.49186171588835,22.078132386736673,22.38654910878283,81332100
2010-03-22,22.266193389892578,22.341417302195698,22.10822303057835,22.19096947758946,37718200
2010-03-23,22.476818084716797,22.491863153772734,22.123267570562778,22.25867032251271,42026600
2010-03-24,22.303804397583008,22.454252220630572,22.266193159209504,22.356460705216623,33987700
2010-03-25,22.574602127075195,22.99585387777853,22.416631823826272,22.43919941994077,73168700
2010-03-26,22.311328887939453,22.717537184908483,22.258672575690188,22.634790731501408,55595500
2010-03-29,22.258668899536133,22.43168287828853,22.22857876334789,22.34893643854753,33336000
2010-03-30,22.394065856933594,22.461767211088652,22.19096179446842,22.28875184226112,34954800
2010-03-31,22.03299903869629,22.35645940024732,21.94273006318149,22.29628056149635,63760000
2010-04-01,21.935209274291992,22.221059857185665,21.52900243909678,22.07813456573883,74768100
2010-04-05,22.01795768737793,22.138315385198613,21.837421140646907,21.91264362570213,34331200
2010-04-06,22.055566787719727,22.25114838637636,21.799806345997727,21.92768656685873,47366800
2010-04-07,22.078123092651367,22.236091936810517,21.920152813716157,21.935197875476856,58318800
